tk,pt
3500,1.00E-02
3500,3.00E-02
3500,1.00E-01
3500,3.00E-01
3500,1.00E+00
3500,3.00E+00
3500,1.00E+01
3500,3.00E+01
3500,1.00E+02
3500,3.00E+02
3500,1.00E+03
3500,3.00E+03
3600,1.00E-06
3600,3.00E-06
3600,1.00E-05
3600,3.00E-05
3600,1.00E-04
3600,3.00E-04
3600,1.00E-03
3600,3.00E-03
3600,1.00E-02
3600,3.00E-02
3600,1.00E-01
3600,3.00E-01
3600,1.00E+00
3600,3.00E+00
3600,1.00E+01
3600,3.00E+01
3600,1.00E+02
3600,3.00E+02
3600,1.00E+03
3600,3.00E+03
3700,1.00E-06
3700,3.00E-06
3700,1.00E-05
3700,3.00E-05
3700,1.00E-04
3700,3.00E-04
3700,1.00E-03
3700,3.00E-03
3700,1.00E-02
3700,3.00E-02
3700,1.00E-01
3700,3.00E-01
3700,1.00E+00
3700,3.00E+00
3700,1.00E+01
3700,3.00E+01
3700,1.00E+02
3700,3.00E+02
3700,1.00E+03
3700,3.00E+03
3750,1.00E-06
3750,3.00E-06
3750,1.00E-05
3750,3.00E-05
3750,1.00E-04
3750,3.00E-04
3750,1.00E-03
3750,3.00E-03
3750,1.00E-02
3750,3.00E-02
3750,1.00E-01
3750,3.00E-01
3750,1.00E+00
3750,3.00E+00
3750,1.00E+01
3750,3.00E+01
3750,1.00E+02
3750,3.00E+02
3750,1.00E+03
3750,3.00E+03
3800,1.00E-06
3800,3.00E-06
3800,1.00E-05
3800,3.00E-05
3800,1.00E-04
3800,3.00E-04
3800,1.00E-03
3800,3.00E-03
3800,1.00E-02
3800,3.00E-02
3800,1.00E-01
3800,3.00E-01
3800,1.00E+00
3800,3.00E+00
3800,1.00E+01
3800,3.00E+01
3800,1.00E+02
3800,3.00E+02
3800,1.00E+03
3800,3.00E+03
3900,1.00E-06
3900,3.00E-06
3900,1.00E-05
3900,3.00E-05
3900,1.00E-04
3900,3.00E-04
3900,1.00E-03
3900,3.00E-03
3900,1.00E-02
3900,3.00E-02
3900,1.00E-01
3900,3.00E-01
3900,1.00E+00
3900,3.00E+00
3900,1.00E+01
3900,3.00E+01
3900,1.00E+02
3900,3.00E+02
3900,1.00E+03
3900,3.00E+03
4000,1.00E-06
4000,3.00E-06
4000,1.00E-05
4000,3.00E-05
4000,1.00E-04
4000,3.00E-04
4000,1.00E-03
4000,3.00E-03
4000,1.00E-02
4000,3.00E-02
4000,1.00E-01
4000,3.00E-01
4000,1.00E+00
4000,3.00E+00
4000,1.00E+01
4000,3.00E+01
4000,1.00E+02
4000,3.00E+02
4000,1.00E+03
4000,3.00E+03
4100,1.00E-06
4100,3.00E-06
4100,1.00E-05
4100,3.00E-05
4100,1.00E-04
4100,3.00E-04
4100,1.00E-03
4100,3.00E-03
4100,1.00E-02
4100,3.00E-02
4100,1.00E-01
4100,3.00E-01
4100,1.00E+00
4100,3.00E+00
4100,1.00E+01
4100,3.00E+01
4100,1.00E+02
4100,3.00E+02
4100,1.00E+03
4100,3.00E+03
4200,1.00E-06
4200,3.00E-06
4200,1.00E-05
4200,3.00E-05
4200,1.00E-04
4200,3.00E-04
4200,1.00E-03
4200,3.00E-03
4200,1.00E-02
4200,3.00E-02
4200,1.00E-01
4200,3.00E-01
4200,1.00E+00
4200,3.00E+00
4200,1.00E+01
4200,3.00E+01
4200,1.00E+02
4200,3.00E+02
4200,1.00E+03
4200,3.00E+03
4300,1.00E-06
4300,3.00E-06
4300,1.00E-05
4300,3.00E-05
4300,1.00E-04
4300,3.00E-04
4300,1.00E-03
4300,3.00E-03
4300,1.00E-02
4300,3.00E-02
4300,1.00E-01
4300,3.00E-01
4300,1.00E+00
4300,3.00E+00
4300,1.00E+01
4300,3.00E+01
4300,1.00E+02
4300,3.00E+02
4300,1.00E+03
4300,3.00E+03
4400,1.00E-06
4400,3.00E-06
4400,1.00E-05
4400,3.00E-05
4400,1.00E-04
4400,3.00E-04
4400,1.00E-03
4400,3.00E-03
4400,1.00E-02
4400,3.00E-02
4400,1.00E-01
4400,3.00E-01
4400,1.00E+00
4400,3.00E+00
4400,1.00E+01
4400,3.00E+01
4400,1.00E+02
4400,3.00E+02
4400,1.00E+03
4400,3.00E+03
4500,1.00E-06
4500,3.00E-06
4500,1.00E-05
4500,3.00E-05
4500,1.00E-04
4500,3.00E-04
4500,1.00E-03
4500,3.00E-03
4500,1.00E-02
4500,3.00E-02
4500,1.00E-01
4500,3.00E-01
4500,1.00E+00
4500,3.00E+00
4500,1.00E+01
4500,3.00E+01
4500,1.00E+02
4500,3.00E+02
4500,1.00E+03
4500,3.00E+03
4600,1.00E-06
4600,3.00E-06
4600,1.00E-05
4600,3.00E-05
4600,1.00E-04
4600,3.00E-04
4600,1.00E-03
4600,3.00E-03
4600,1.00E-02
4600,3.00E-02
4600,1.00E-01
4600,3.00E-01
4600,1.00E+00
4600,3.00E+00
4600,1.00E+01
4600,3.00E+01
4600,1.00E+02
4600,3.00E+02
4600,1.00E+03
4600,3.00E+03
4700,1.00E-06
4700,3.00E-06
4700,1.00E-05
4700,3.00E-05
4700,1.00E-04
4700,3.00E-04
4700,1.00E-03
4700,3.00E-03
4700,1.00E-02
4700,3.00E-02
4700,1.00E-01
4700,3.00E-01
4700,1.00E+00
4700,3.00E+00
4700,1.00E+01
4700,3.00E+01
4700,1.00E+02
4700,3.00E+02
4700,1.00E+03
4700,3.00E+03
4800,1.00E-06
4800,3.00E-06
4800,1.00E-05
4800,3.00E-05
4800,1.00E-04
4800,3.00E-04
4800,1.00E-03
4800,3.00E-03
4800,1.00E-02
4800,3.00E-02
4800,1.00E-01
4800,3.00E-01
4800,1.00E+00
4800,3.00E+00
4800,1.00E+01
4800,3.00E+01
4800,1.00E+02
4800,3.00E+02
4800,1.00E+03
4800,3.00E+03
4900,1.00E-06
4900,3.00E-06
4900,1.00E-05
4900,3.00E-05
4900,1.00E-04
4900,3.00E-04
4900,1.00E-03
4900,3.00E-03
4900,1.00E-02
4900,3.00E-02
4900,1.00E-01
4900,3.00E-01
4900,1.00E+00
4900,3.00E+00
4900,1.00E+01
4900,3.00E+01
4900,1.00E+02
4900,3.00E+02
4900,1.00E+03
4900,3.00E+03
5000,1.00E-06
5000,3.00E-06
5000,1.00E-05
5000,3.00E-05
5000,1.00E-04
5000,3.00E-04
5000,1.00E-03
5000,3.00E-03
5000,1.00E-02
5000,3.00E-02
5000,1.00E-01
5000,3.00E-01
5000,1.00E+00
5000,3.00E+00
5000,1.00E+01
5000,3.00E+01
5000,1.00E+02
5000,3.00E+02
5000,1.00E+03
5000,3.00E+03
5100,1.00E-06
5100,3.00E-06
5100,1.00E-05
5100,3.00E-05
5100,1.00E-04
5100,3.00E-04
5100,1.00E-03
5100,3.00E-03
5100,1.00E-02
5100,3.00E-02
5100,1.00E-01
5100,3.00E-01
5100,1.00E+00
5100,3.00E+00
5100,1.00E+01
5100,3.00E+01
5100,1.00E+02
5100,3.00E+02
5100,1.00E+03
5100,3.00E+03
5200,1.00E-06
5200,3.00E-06
5200,1.00E-05
5200,3.00E-05
5200,1.00E-04
5200,3.00E-04
5200,1.00E-03
5200,3.00E-03
5200,1.00E-02
5200,3.00E-02
5200,1.00E-01
5200,3.00E-01
5200,1.00E+00
5200,3.00E+00
5200,1.00E+01
5200,3.00E+01
5200,1.00E+02
5200,3.00E+02
5200,1.00E+03
5200,3.00E+03
5300,1.00E-06
5300,3.00E-06
5300,1.00E-05
5300,3.00E-05
5300,1.00E-04
5300,3.00E-04
5300,1.00E-03
5300,3.00E-03
5300,1.00E-02
5300,3.00E-02
5300,1.00E-01
5300,3.00E-01
5300,1.00E+00
5300,3.00E+00
5300,1.00E+01
5300,3.00E+01
5300,1.00E+02
5300,3.00E+02
5300,1.00E+03
5300,3.00E+03
5400,1.00E-06
5400,3.00E-06
5400,1.00E-05
5400,3.00E-05
5400,1.00E-04
5400,3.00E-04
5400,1.00E-03
5400,3.00E-03
5400,1.00E-02
5400,3.00E-02
5400,1.00E-01
5400,3.00E-01
5400,1.00E+00
5400,3.00E+00
5400,1.00E+01
5400,3.00E+01
5400,1.00E+02
5400,3.00E+02
5400,1.00E+03
5400,3.00E+03
5500,1.00E-06
5500,3.00E-06
5500,1.00E-05
5500,3.00E-05
5500,1.00E-04
5500,3.00E-04
5500,1.00E-03
5500,3.00E-03
5500,1.00E-02
5500,3.00E-02
5500,1.00E-01
5500,3.00E-01
5500,1.00E+00
5500,3.00E+00
5500,1.00E+01
5500,3.00E+01
5500,1.00E+02
5500,3.00E+02
5500,1.00E+03
5500,3.00E+03
5600,1.00E-06
5600,3.00E-06
5600,1.00E-05
5600,3.00E-05
5600,1.00E-04
5600,3.00E-04
5600,1.00E-03
5600,3.00E-03
5600,1.00E-02
5600,3.00E-02
5600,1.00E-01
5600,3.00E-01
5600,1.00E+00
5600,3.00E+00
5600,1.00E+01
5600,3.00E+01
5600,1.00E+02
5600,3.00E+02
5600,1.00E+03
5600,3.00E+03
5700,1.00E-06
5700,3.00E-06
5700,1.00E-05
5700,3.00E-05
5700,1.00E-04
5700,3.00E-04
5700,1.00E-03
5700,3.00E-03
5700,1.00E-02
5700,3.00E-02
5700,1.00E-01
5700,3.00E-01
5700,1.00E+00
5700,3.00E+00
5700,1.00E+01
5700,3.00E+01
5700,1.00E+02
5700,3.00E+02
5700,1.00E+03
5700,3.00E+03
5800,1.00E-06
5800,3.00E-06
5800,1.00E-05
5800,3.00E-05
5800,1.00E-04
5800,3.00E-04
5800,1.00E-03
5800,3.00E-03
5800,1.00E-02
5800,3.00E-02
5800,1.00E-01
5800,3.00E-01
5800,1.00E+00
5800,3.00E+00
5800,1.00E+01
5800,3.00E+01
5800,1.00E+02
5800,3.00E+02
5800,1.00E+03
5800,3.00E+03
5900,1.00E-06
5900,3.00E-06
5900,1.00E-05
5900,3.00E-05
5900,1.00E-04
5900,3.00E-04
5900,1.00E-03
5900,3.00E-03
5900,1.00E-02
5900,3.00E-02
5900,1.00E-01
5900,3.00E-01
5900,1.00E+00
5900,3.00E+00
5900,1.00E+01
5900,3.00E+01
5900,1.00E+02
5900,3.00E+02
5900,1.00E+03
5900,3.00E+03
6000,1.00E-06
6000,3.00E-06
6000,1.00E-05
6000,3.00E-05
6000,1.00E-04
6000,3.00E-04
6000,1.00E-03
6000,3.00E-03
6000,1.00E-02
6000,3.00E-02
6000,1.00E-01
6000,3.00E-01
6000,1.00E+00
6000,3.00E+00
6000,1.00E+01
6000,3.00E+01
6000,1.00E+02
6000,3.00E+02
6000,1.00E+03
6000,3.00E+03
